ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
NA,ALB,Albania,Durres,24.5317006,2016,1 Urban-Traffic,Measured,14.29827251,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],41.3199,19.4492,113249,Upper middle income,Eur_LM,2018,1 manual,0.924180328,0.924180328,NA,NA,Europe (LMIC),Eur (LMIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ALB,Albania,Korce,40.18491957,2016,1 Suburban-Background,Measured,28.61583069,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.62593,20.78018,51152,Upper middle income,Eur_LM,2018,1 manual,0.998178506,0.998064663,NA,NA,Europe (LMIC),Eur (LMIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,ALB,Albania,Vlore,22.69935708,2016,1 Urban-Background,Measured,15.29752101,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.40309,19.4862,79513,Upper middle income,Eur_LM,2018,1 manual,0.99965847,NA,NA,NA,Europe (LMIC),Eur (LMIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,AND,Andorra,Escaldes-Engordany,22.82947626,2016,1 Urban-Background,Measured,11.5,Measured,"Govern D'Andorra, Ministeri de Medi Ambient, Agricultura i Sostenibilitat, The European Environmental Agency (EEA) [downloaded 2018/04/14]",42.509694,1.539138,37466.87891,High income,Eur_HI,2018,2 old database,0.999772313,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,ARG,Argentina,Buenos Aires,26.87878788,2016,3 N.A.,Measured,12.44930777,Converted,Agencia de Proteccion Ambiental,-34.61047557,-58.39671997,15180176,Upper middle income,Amr_LM,2018,3 UN 2015,0.916666667,NA,NA,NA,Americas (LMIC),Amr (LMIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUS,Australia,Adelaide,16.18571429,2016,"5 Residential, 2 Residential/Industry",Measured,6.875,Measured,EPA South Australia,-34.64607143,138.4885,1255516,High income,Wpr_HI,2018,7 UN 2015,0.933285714,0.9305,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Albany,17.5,2016,2 N.A.,Measured,7.591446893,Converted,2016 Western Australia air monitoring report (June 2017),-35.011,117.888,26644,High income,Wpr_HI,2018,2 old database,0.955,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Albury,15.0531856,2016,1 Campaign Site,Measured,6.53002623,Converted,Office of Environment and Heritage NSW Government,-36.050349,146.942048,26644,High income,Wpr_HI,2018,1 old database,0.986338798,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Bathurst,13.28709677,2016,1 Campaign Site,Measured,5.763902258,Converted,Office of Environment and Heritage NSW Government,-33.401922,149.57459,31292,High income,Wpr_HI,2018,1 old database,0.931693989,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Brisbane,15.21140773,2016,7 N.A.,Measured,6.610636631,Measured,Queensland Government Data,-27.38201429,153.0761714,2201930,High income,Wpr_HI,2018,7 UN 2015,0.934503439,0.928085786,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Bunbury,16.5,2016,2 N.A.,Measured,8.4,Measured,2016 Western Australia air monitoring report (June 2017),-33.3416,115.6433,64384,High income,Wpr_HI,2018,2 old database,0.975,0.997,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Busselton,18.67232979,2016,2 N.A.,Converted,8.1,Measured,2016 Western Australia air monitoring report (June 2017),-33.6482,115.352,21405,High income,Wpr_HI,2018,2 old database,NA,0.995,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,>75%,<10,green,<20,green
NA,AUS,Australia,City Of Ipswich,13.09857759,2016,1 N.A.,Measured,5.682123209,Converted,Queensland Government Data,-27.6528,152.7741,198590,High income,Wpr_HI,2018,1 manual,0.978439425,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Collie,19.3,2016,2 N.A.,Measured,8.37228143,Converted,2016 Western Australia air monitoring report (June 2017),-33.3599,116.1468,6999,High income,Wpr_HI,2018,2 old database,0.995,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Darwin,16.4,2016,1 Urban,Measured,6.5,Measured,NT-EPA,-12.425085,130.897362,106257,High income,Wpr_HI,2018,1 old database,0.99,0.99,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Geraldton,18.8,2016,2 N.A.,Measured,8.155382948,Converted,2016 Western Australia air monitoring report (June 2017),-28.7695,114.6323,31348,High income,Wpr_HI,2018,2 old database,0.967,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Gladstone,13.82261296,2016,5 N.A.,Measured,4.880699378,Measured,Queensland Government Data,-24.56632,151.62272,32074,High income,Wpr_HI,2018,5 old database,0.904471823,0.927675108,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Jondaryan,16.64508352,2016,1 N.A.,Measured,5.095709947,Measured,Queensland Government Data,-27.3713,151.5934,33915,High income,Wpr_HI,2018,1 calculated,0.600958248,0.600958248,NA,NA,Western Pacific (HIC),Wpr (HIC),50% -< 75%,50% -< 75%,<10,green,<20,green
NA,AUS,Australia,Mackay,19.75379762,2016,1 N.A.,Measured,8.569137462,Converted,Queensland Government Data,-21.1595,149.1549,77293,High income,Wpr_HI,2018,1 old database,0.940223591,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Moranbah,22.32119358,2016,1 N.A.,Measured,9.682866039,Converted,Queensland Government Data,-21.9995,148.0713,8624,High income,Wpr_HI,2018,1 old database,0.839151266,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,20-<30,yellow
NA,AUS,Australia,Mount Isa,16.79145248,2016,1 N.A.,Measured,7.284081129,Converted,Queensland Government Data,-20.7264,139.4977,22717,High income,Wpr_HI,2018,1 old database,0.954255076,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Muswellbrook,19.23904494,2016,1 Population Centre,Measured,8.424645892,Measured,Office of Environment and Heritage NSW Government,-32.271594,150.885706,11045,High income,Wpr_HI,2018,1 old database,0.972677596,0.964480874,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Newcastle,23.0979509,2016,"2 Campaign Site, 3 Non Nepm Site, 1 Trend Site",Measured,8.137170754,Measured,Office of Environment and Heritage NSW Government,-32.88651633,151.7277975,372633,High income,Wpr_HI,2018,6 old database,0.982695811,0.963114754,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,20-<30,yellow
NA,AUS,Australia,Palmerston,15.2,2016,1 Sub-Urban,Measured,7.2,Measured,,-12.507763,130.948279,27703,High income,Wpr_HI,2018,1 old database,0.92,0.92,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Perth,15.05,2016,8 N.A.,Measured,7.675,Measured,2016 Western Australia air monitoring report (June 2017),-31.872675,115.8228,1861108,High income,Wpr_HI,2018,8 UN 2015,0.994,0.993,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Singleton,19.30192837,2016,1 Population Centre,Measured,7.852124646,Measured,Office of Environment and Heritage NSW Government,-32.557395,151.176929,13962,High income,Wpr_HI,2018,1 old database,0.991803279,0.964480874,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Sydney,16.50524016,2016,"2 Campaign Site, 4 Non Nepm Site, 3 Peformance Site, 1 Tend Site, 5 Trend Site",Measured,7.878140203,Measured,Office of Environment and Heritage NSW Government,-33.90415413,150.883273,4505341,High income,Wpr_HI,2018,15 UN 2015,0.970856102,0.938676381,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Tamworth,15.30909091,2016,1 Campaign Site,Measured,6.641037178,Converted,Office of Environment and Heritage NSW Government,-31.108839,150.91541,36132,High income,Wpr_HI,2018,1 old database,0.991803279,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Wagga Wagga,20.63342541,2016,1 Campaign Site,Measured,7.377437326,Measured,Office of Environment and Heritage NSW Government,-35.104134,147.360298,52043,High income,Wpr_HI,2018,1 old database,0.989071038,0.980874317,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,20-<30,yellow
NA,AUS,Australia,Whyalla,14.65,2016,"1 Industry, 1 Residential",Measured,6.355125542,Converted,EPA South Australia,-33.0298,137.55955,22754,High income,Wpr_HI,2018,2 old database,0.962,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,NA,<10,green,<20,green
NA,AUS,Australia,Wollongong,17.40223666,2016,"2 Peformance Site, 1 Trend Site",Measured,7.056899226,Measured,Office of Environment and Heritage NSW Government,-34.48977433,150.8296773,268944,High income,Wpr_HI,2018,3 old database,0.987249545,0.922586521,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Wynnum,13.62228128,2016,2 N.A.,Measured,4.158801521,Measured,Queensland Government Data,-27.43375,153.1538,13691,High income,Wpr_HI,2018,2 manual,0.876454483,0.876454483,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUS,Australia,Wyong,15.21916667,2016,1 Peformance Site,Measured,5.745505618,Measured,Office of Environment and Heritage NSW Government,-33.278966,151.432414,149746,High income,Wpr_HI,2018,1 old database,0.983606557,0.972677596,NA,NA,Western Pacific (HIC),Wpr (HIC),>75%,>75%,<10,green,<20,green
NA,AUT,Austria,Amstetten,17.2758149,2016,1 Urban-Background,Measured,12.17932867,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.12027778,14.878333,22847,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Arnoldstein,11.99192605,2016,1 Rural-Background,Measured,8.454223989,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.55693,13.70541,6879,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Bad Voslau,17.35882009,2016,1 Suburban-Background,Measured,12.23784675,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.959167,16.205833,11316,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Biedermannsdorf,18.47766578,2016,1 Suburban-Background,Measured,13.02662513,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.08333333,16.33722222,2864,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Bludenz,14.40561639,2016,1 Urban-Background,Measured,10.1558588,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.156483,9.822944,13701,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Bratislava,21.62346135,2016,1 Suburban-Background,Measured,15.24438901,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.10916667,17.07027778,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Braunau Am Inn,16.96485315,2016,2 Suburban-Background,Measured,11.96996899,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.25777778,13.03972222,16197,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Brixlegg,14.75679507,2016,3 Rural-Industrial,Measured,11.06685896,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.4285528,11.8718028,2800,High income,Eur_HI,2018,3 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Bruck An Der Mur,20.65832503,2016,1 Suburban-Background,Measured,14.56397465,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.409443,15.253333,15649,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Burgfried,16.31984169,2016,2 Urban-Traffic,Measured,11.58100558,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.6830556,13.1,5919,High income,Eur_HI,2018,2 calculated,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Deutschlandsberg,17.97390139,2016,1 Urban-Background,Measured,12.67147476,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.81388889,15.21277778,11304,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Donawitz,15.67982566,2016,2 Suburban-Background,Measured,11.05416742,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.37555556,15.0745,5919,High income,Eur_HI,2018,2 calculated,0.999943079,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Dornbirn,15.32374653,2016,1 Suburban-Background,Measured,10.71232876,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.41003222,9.743440833,45922,High income,Eur_HI,2018,1 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Durnrohr,19.13829209,2016,1 Rural-Background,Converted,13.49236206,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.33111111,15.90361111,5919,High income,Eur_HI,2018,1 calculated,NA,1,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Ebenthal In Karnten,20.98772777,2016,1 Rural-Background,Measured,14.79620128,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.61027778,14.39833333,7698,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Eisenstadt,19.35161757,2016,2 Suburban-Background,Measured,13.40830634,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.84,16.52806,13101,High income,Eur_HI,2018,2 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Enns,21.1077348,2016,1 Rural-Near_city-Traffic,Measured,14.8808054,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.20944444,14.43694444,11361,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Feldkirch,15.74697808,2016,1 Urban-Traffic,Measured,11.10150941,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.239445,9.597696,30943,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Freistadt,12.04419488,2016,1 Rural-Regional-Background,Measured,8.8505132,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.53111111,14.57472222,7046,High income,Eur_HI,2018,1 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,AUT,Austria,Furstenfeld,21.21372125,2016,1 Suburban-Background,Measured,14.9555251,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.047222,16.078888,8303,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Ganserndorf,19.15630702,2016,1 Rural-Background,Measured,13.50506246,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.33472,16.729445,10362,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Gemeinde Imst,13.8497623,2016,1 Suburban-Traffic,Measured,9.763985551,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.2169472,10.7357167,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Gmunden,12.0598063,2016,2 Suburban-Background,Measured,8.67765126,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.71611111,13.63222222,13086,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,AUT,Austria,Goss,15.95668248,2016,1 Suburban-Background,Measured,11.24934954,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.35888889,15.10361111,3697,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Graz,22.94247728,2016,"4 Suburban-Background, 1 Suburban-Traffic, 3 Urban-Background, 2 Urban-Traffic",Measured,16.93608796,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.06484183,15.43262281,247904,High income,Eur_HI,2018,10 old database,0.999962052,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Graz-Umgebung,16.4096691,2016,1 Rural-Industrial,Measured,11.56870194,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.13555556,15.32361111,143258,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Grosesnserndorf,15.10527134,2016,1 Rural-Regional-Background,Converted,10.64911064,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.23083333,16.63638889,5919,High income,Eur_HI,2018,1 calculated,NA,1,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Hainburg An Der Donau,20.23238149,2016,1 Suburban-Background,Measured,14.26368744,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.143612,16.959444,5906,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Hall In Tirol,17.17870199,2016,2 Suburban-Background,Measured,12.11086475,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.27807,11.512497,12835,High income,Eur_HI,2018,2 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Hallein,17.28517313,2016,"1 Rural-Regional-Traffic, 2 Urban-Traffic",Measured,11.58100558,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.68574077,13.10268519,19974,High income,Eur_HI,2018,3 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Hartberg,21.35869658,2016,1 Suburban-Background,Measured,15.0577317,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.28286,15.971852,6529,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Haselbach,16.96485315,2016,2 Suburban-Background,Measured,11.96996899,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.25777778,13.03972222,5919,High income,Eur_HI,2018,2 calculated,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Heiterwang,10.18906006,2016,1 Rural-Background,Measured,7.183216076,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.4475972,10.7441167,510,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Hermagor,6.41279418,2016,1 Rural-Regional-Background,Measured,4.520975043,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.67861111,12.97444444,1491,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Herzogberg,12.97892921,2016,1 Rural-Regional-Background,Measured,9.150054313,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.708333,14.891667,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Himberg Bei Wien,18.64650045,2016,1 Suburban-Background,Measured,13.1456524,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.08611111,16.43333333,5919,High income,Eur_HI,2018,1 calculated,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Hochst,16.71459727,2016,1 Urban-Traffic,Measured,11.78367417,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.45968778,9.640553333,7780,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Hollabrunn,15.27876119,2016,1 Rural-Regional-Background,Measured,10.77141977,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.72111111,15.94222222,11489,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Illmitz,16.49146557,2016,3 Rural-Regional-Background,Measured,13.20512136,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.77028,16.76639,2438,High income,Eur_HI,2018,3 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Innsbruck,15.96157584,2016,4 Urban-Background,Measured,10.99961151,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.2669547,11.4046528,110718,High income,Eur_HI,2018,4 old database,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Judenburg,13.63451545,2016,1 Suburban-Background,Measured,9.612238027,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.17833333,14.67666667,9312,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Judendorf-Strassengel,22.85202387,2016,1 Suburban-Industrial,Measured,16.11051699,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.12027778,15.35111111,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Kapfenberg,14.30398495,2016,1 Suburban-Background,Measured,10.08420934,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.44583333,15.29032,23372,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Kematen An Der Ybbs,14.63020833,2016,1 Rural-Background,Measured,10.31419454,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.04511111,14.77227778,2466,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Klagenfurt Am Worthersee,20.32358219,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,13.26483019,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.62608834,14.30860222,94483,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,AUT,Austria,Klosterneuburg,19.45967186,2016,1 Suburban-Traffic,Measured,13.71893255,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.30822222,16.3279444,25828,High income,Eur_HI,2018,1 old database,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Knittelfeld,16.27429699,2016,1 Urban-Background,Measured,11.47326555,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.21037,14.82527778,12686,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Koflach,24.78321008,2016,1 Urban-Background,Measured,17.47198976,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.06333,15.086667,10229,High income,Eur_HI,2018,1 manual,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,AUT,Austria,Krems An Der Donau,16.98908322,2016,1 Suburban-Background,Measured,11.97718484,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.40861,15.619166,29525,High income,Eur_HI,2018,1 manual,0.999886157,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,AUT,Austria,Kreuth,6.41279418,2016,1 Rural-Regional-Background,Measured,4.520975043,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.67861111,12.97444444,5919,High income,Eur_HI,2018,1 calculated,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Kriegen,13.98403281,2016,1 Rural-Regional-Background,Measured,10.39426792,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.39172,13.67114,5919,High income,Eur_HI,2018,1 calculated,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,AUT,Austria,Kufstein,11.113983,2016,1 Urban-Background,Measured,7.835280279,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],47.5818083,12.1724111,17469,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,AUT,Austria,Leibnitz,17.56286141,2016,"1 Rural-Background, 1 Suburban-Background",Measured,15.36784719,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.82486111,15.51819445,11373,High income,Eur_HI,2018,2 manual,1,1,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,<20,green
